"Player","Team","Positions","PTS","REB","AST","BLK","STL","FG%","FT%","3PM","GP","MIN","TO"
"Al-Farouq Aminu","ORL","SF,PF","7.0","5.7","1.1","0.4","0.8",".398",".818","1.0","61","23.6","0.8"
"Ante Zizic","CLE","C","7.0","4.7","0.7","0.4","0.3",".569",".708","0.0","53","16.0","0.9"
"Cameron Payne","PHO","PG","7.0","1.0","2.7","0.1","0.8",".414",".833","0.8","65","19.0","0.9"
"Marquese Chriss","GSW","PF,C","7.0","4.8","1.2","0.8","0.5",".519",".726","0.2","60","16.5","1.0"
"Nerlens Noel","NYK","PF,C","6.9","5.2","0.9","1.5","1.0",".606",".726","0.0","64","19.4","1.1"
"Kris Dunn","ATL","PG,SG,SF ","6.8","2.9","3.4","0.3","1.1",".447",".760","0.5","62","20.2","1.4"
"Matisse Thybulle","PHI","SG,SF","6.8","2.1","1.4","0.8","1.5",".426",".643","1.1","65","23.2","0.9"
"P.J. Tucker","HOU","PF,C,SF","6.8","6.3","1.4","0.4","1.2",".411",".750","1.5","69","34.1","0.9"
"Robin Lopez","WAS","C","6.7","2.9","0.8","0.7","0.2",".531",".661","0.3","65","17.5","1.0"
"Michael Carter-Williams","ORL","PG,SG","6.7","3.2","2.6","0.5","1.1",".411",".828","0.4","56","17.6","1.2"
"Frank Jackson","OKC","PG","6.6","1.7","0.9","0.1","0.3",".412",".769","0.8","62","15.3","0.8"
"Michael Kidd-Gilchrist","NYK","SF","6.5","3.8","0.9","0.5","0.5",".462",".742","0.2","50","19.2","0.7"
"Jahlil Okafor","DET","C","6.5","3.6","0.7","0.6","0.2",".591",".654","0.0","62","13.4","0.8"
"Garrett Temple","CHI","PG,SG,SF","6.5","3.1","1.7","0.4","0.6",".391",".755","1.2","63","20.5","0.7"
"Shaquille Harrison","UTH","PG,SG","6.5","2.8","1.8","0.4","1.1",".450",".717","0.4","59","17.3","0.7"
"John Henson","DET","PF,C","6.5","5.0","1.4","1.1","0.6",".553",".532","0.2","55","18.2","1.0"
"DeAndre' Bembry","TOR","SF,PF,SG","6.4","3.7","1.9","0.4","1.2",".452",".603","0.5","65","20.4","1.3"
"Alen Smailagic","GSW","PF ","6.4","3.0","1.4","0.4","0.3",".469",".844","0.4","56","15.5","1.2"
"Kyle Anderson","MEM","SF,PF","6.4","5.0","2.3","0.6","0.9",".491",".648","0.4","67","23.0","1.1"
"JaVale McGee","CLE","C","6.4","5.2","0.5","1.2","0.4",".621",".652","0.0","66","15.8","0.9"
"Dwayne Bacon","ORL","SG","6.4","2.6","1.3","0.1","0.5",".391",".688","0.6","59","18.8","0.8"
"Courtney Lee","DAL","SG,SF","6.4","1.8","1.2","0.2","0.7",".452",".844","0.9","52","17.6","0.6"
"Royce O'Neale","UTH","SF","6.4","4.8","2.0","0.4","0.8",".437",".767","1.2","69","27.5","0.9"
"Maurice Harkless","MIA","SF,PF","6.4","3.9","1.1","0.7","1.0",".493",".625","0.6","62","22.9","0.8"
"Ky Bowman","LAC","PG","6.3","2.2","2.4","0.2","0.8",".418",".837","0.7","55","18.7","1.3"
"Wilson Chandler","BKN","SF,PF","6.3","4.1","1.4","0.4","0.5",".423",".750","1.0","57","22.1","0.9"
"Timothe Luwawu-Cabarrot","BKN","SG,SF","6.3","2.3","0.7","0.2","0.4",".392",".800","1.0","60","17.6","0.8"
"James Ennis III","ORL","SG,SF ","6.3","3.1","0.8","0.3","0.6",".442",".785","0.8","67","20.1","0.7"
"Mike Scott","PHI","SF,PF","6.3","3.5","0.8","0.1","0.3",".430",".750","1.2","67","17.8","0.6"
"Mohamed Bamba","ORL","C","6.3","5.4","0.8","1.5","0.4",".465",".633","0.7","65","16.7","0.9"
"JaMychal Green","DEN","PF,C","6.3","5.1","0.6","0.3","0.4",".458",".766","1.0","67","17.8","0.8"
"Kadeem Allen","NYK","SG ","6.2","1.6","2.6","0.2","0.6",".441",".748","0.5","56","14.8","1.0"
"Juancho Hernangomez","MIN","SF,PF,C","6.2","4.0","0.8","0.3","0.5",".416",".694","1.0","64","19.8","0.7"
"Bol Bol","DEN","PF,C","6.2","2.7","0.6","1.3","0.6",".476",".832","0.6","69","12.2","1.2"
"Jordan McLaughlin","MIN","PG","6.2","1.4","3.4","0.1","1.0",".481",".690","0.8","63","17.2","0.9"
"Noah Vonleh","CHI","PF,C","6.2","6.0","1.3","0.5","0.5",".490",".721","0.4","54","18.6","0.9"
"Yogi Ferrell","UTH","PG,SG","6.1","1.7","1.8","0.1","0.5",".419",".855","0.8","64","16.1","0.6"
"Willie Cauley-Stein","DAL","PF,C","6.1","5.0","1.1","0.7","0.6",".587",".589","0.0","57","15.8","0.6"
"Keita Bates-Diop","SAS","SF,PF","6.1","2.8","0.7","0.5","0.5",".424",".697","0.7","53","16.9","0.4"
"Skal Labissiere","ATL","PF,C","6.1","4.4","1.1","0.8","0.3",".505",".757","0.2","54","16.3","0.9"
"Ryan Arcidiacono","CHI","PG","6.1","2.5","2.7","0.1","0.7",".430",".800","1.1","61","22.2","0.8"
"Dante Exum","CLE","PG,SG","6.1","2.3","1.7","0.3","0.5",".458",".745","0.6","44","17.4","1.2"
"Evan Turner","MIN","SG,SF","6.0","3.3","2.8","0.3","0.5",".442",".770","0.2","56","19.8","1.4"
"Cory Joseph","SAC","PG,SG","5.9","2.5","3.1","0.2","0.8",".441",".800","0.6","69","22.3","0.9"
"Troy Daniels","DEN","PG,SG","5.9","1.3","0.5","0.1","0.3",".401",".794","1.4","57","14.5","0.4"
"Omari Spellman","NYK","PF,C","5.9","3.7","0.8","0.4","0.5",".447",".774","0.7","62","15.7","0.8"
"Quinn Cook","LAL","PG","5.9","1.6","1.3","0.0","0.3",".454",".708","0.9","58","12.6","0.7"
"Ian Mahinmi","WAS","C","5.9","4.8","1.0","0.8","0.7",".504",".648","0.1","64","17.9","1.1"
"Nicolas Claxton","BKN","C,PF ","5.9","3.8","1.4","0.7","0.1",".570",".545","0.1","57","16.4","0.8"
"Stanley Johnson","TOR","SG,SF","5.9","2.8","1.2","0.2","0.8",".376",".785","0.7","58","17.0","1.0"
"Rodions Kurucs","BKN","SF,PF","5.8","2.9","0.8","0.3","0.5",".463",".727","0.7","42","15.0","0.9"
"David Nwaba","HOU","SG,SF","5.8","3.0","0.9","0.4","0.6",".491",".667","0.4","53","16.6","0.6"
"Alex Caruso","LAL","SG","5.8","2.5","2.2","0.3","1.2",".430",".760","0.7","66","20.5","1.1"
"Luke Kornet","CHI","PF,C","5.8","2.2","0.9","0.7","0.4",".403",".771","1.1","34","14.7","0.4"
"Brandon Goodwin","ATL","PG","5.8","1.9","1.5","0.1","0.3",".397",".932","0.7","37","12.1","0.8"
"Jakob Poeltl","SAS","C","5.8","5.1","1.4","1.2","0.5",".628",".494","0.0","68","17.6","0.8"
"Kelan Martin","IND","SG,SF,PF","5.7","2.8","0.7","0.3","0.2",".404",".857","0.8","58","14.4","0.6"
"Frank Mason III","MIL","PG","5.7","1.6","2.4","0.1","0.5",".390",".744","0.4","50","13.6","1.0"
"Pat Connaughton","MIL","SG,SF","5.7","3.9","1.5","0.4","0.4",".448",".775","0.8","65","18.7","0.7"
"Thon Maker","CLE","PF,C","5.7","3.5","0.8","0.8","0.5",".441",".673","0.6","62","17.2","0.8"
"T.J. McConnell","IND","PG","5.7","2.6","4.2","0.2","0.8",".512",".800","0.1","67","17.7","1.4"
"Jalen McDaniels","CHA","PF","5.6","4.4","0.8","0.2","0.6",".466",".792","0.5","34","19.0","0.6"
"Cody Martin","CHA","G","5.6","3.6","2.2","0.2","0.9",".431",".639","0.5","59","20.7","1.0"
"Kevon Looney","GSW","PF,C","5.6","4.6","1.4","0.5","0.8",".528",".689","0.0","48","16.7","0.7"
"Mike Muscala","OKC","PF,C","5.5","2.9","0.7","0.3","0.3",".430",".833","1.1","63","14.1","0.5"
"Nassir Little","POR","SF","5.4","3.2","0.7","0.4","0.4",".450",".680","0.5","63","17.3","0.5"
"Sterling Brown","HOU","SG,SF","5.4","2.9","1.2","0.2","0.5",".425",".780","0.8","61","16.3","0.8"
"Meyers Leonard","MIA","PF,C","5.4","5.0","0.8","0.3","0.2",".536",".674","0.9","58","15.9","0.7"
"Isaiah Stewart","DET","PF,C","5.4","3.8","0.6","0.7","0.4",".520",".757","0.1","65","16.7","1.0"
"Jerome Robinson","WAS","SG","5.3","2.4","1.4","0.3","0.5",".404",".694","0.8","61","16.9","0.8"
"Cheick Diallo","PHO","PF,C","5.3","3.9","0.5","0.4","0.3",".627",".807","0.0","59","12.0","0.7"
"Hamidou Diallo","OKC","SG","5.3","2.7","0.5","0.2","0.6",".460",".663","0.2","56","15.0","0.8"
"Caleb Martin","CHA","G","5.3","2.3","1.2","0.4","0.4",".434",".659","0.8","36","18.3","1.0"
"Gorgui Dieng","MEM","PF,C","5.3","4.7","0.9","0.6","0.6",".477",".767","0.4","47","12.9","0.8"
"Torrey Craig","MIL","SG,SF","5.3","3.3","0.8","0.6","0.4",".456",".674","0.7","57","18.4","0.5"
"Alfonzo McKinnie","LAL","SF,PF","5.2","3.5","0.4","0.2","0.5",".457",".620","0.5","62","16.1","0.6"
"Justin Anderson","PHI","SF","5.2","2.3","0.6","0.3","0.5",".404",".727","0.7","59","13.0","0.5"
"Georges Niang","UTH","SF,PF","5.2","1.7","0.6","0.1","0.2",".459",".853","1.1","64","11.7","0.4"
"Anthony Tolliver","MEM","SF,PF","5.1","2.9","0.8","0.3","0.3",".397",".750","1.2","63","17.3","0.6"
"Solomon Hill","ATL","SG,SF","5.1","3.0","1.7","0.2","0.6",".399",".714","1.0","58","18.9","0.8"
"Terrance Ferguson","PHI","SG,SF","5.1","1.5","0.8","0.3","0.5",".404",".773","1.1","65","22.7","0.5"
"Jordan Bell","WAS","PF,C","5.1","4.2","1.5","0.9","0.4",".545",".627","0.1","59","16.1","1.0"
"Tim Frazier","DET","PG,SG","5.0","2.4","4.4","0.1","0.6",".412",".778","0.6","55","18.4","1.5"
"P.J. Dozier","DEN","PG,SG","5.0","2.0","1.6","0.3","0.4",".397",".614","0.4","44","13.5","0.6"
"Rodney McGruder","DET","SG,SF","5.0","2.9","1.1","0.2","0.5",".404",".632","0.8","59","18.4","0.6"
"Jevon Carter","PHO","PG","5.0","1.7","1.3","0.2","0.7",".399",".844","1.0","61","15.1","0.6"
"Wesley Iwundu","DAL","SG,SF","4.9","2.5","1.0","0.3","0.5",".409",".798","0.4","60","17.8","0.5"
"Bruce Brown Jr.","BKN","SG","4.9","5.1","2.0","0.4","0.6",".434",".741","0.5","49","14.9","0.8"
"Abdel Nader","PHO","SF,PF","4.9","1.8","0.6","0.3","0.4",".432",".757","0.7","60","13.5","0.6"
"Elie Okobo","BKN","PG","4.9","1.8","2.3","0.1","0.5",".399",".701","0.6","62","15.6","1.0"
"Bismack Biyombo","CHA","PF,C","4.8","4.2","0.7","0.7","0.1",".551",".619","0.0","66","14.5","0.7"
"Kenrich Williams","OKC","SF,PF","4.8","4.7","1.6","0.5","0.8",".394",".522","0.8","59","21.6","0.6"
"Theo Pinson","NYK","SF,SG","4.8","1.7","1.6","0.1","0.5",".391",".871","0.6","59","11.3","1.0"
"Bruno Caboclo","HOU","SF,PF","4.8","3.0","0.8","0.7","0.4",".420",".840","0.6","54","14.1","0.6"
"JaKarr Sampson","IND","SG,SF,PF","4.8","2.5","0.4","0.4","0.4",".568",".676","0.1","63","13.4","0.4"
"Gary Payton II","WAS","SG,PG","4.7","3.0","1.9","0.3","1.2",".422",".458","0.5","54","16.6","0.7"
"Robert Williams III","BOS","PF,C","4.7","4.2","0.8","1.3","0.7",".713",".630","0.0","47","14.3","0.7"
"Tacko Fall","BOS","C","4.7","3.0","0.2","0.6","0.2",".714",".465","0.0","53","8.3","0.7"
"Grant Williams","BOS","PF","4.7","3.4","1.3","0.7","0.6",".419",".722","0.5","67","20.2","1.0"
"Dzanan Musa","DET","SF,PF","4.6","2.2","1.0","0.0","0.4",".358",".750","0.5","57","12.5","0.9"
"Raul Neto","WAS","PG","4.6","1.3","1.9","0.1","0.4",".452",".810","0.6","54","12.1","0.9"
"Treveon Graham","MIL","SG,SF","4.6","2.6","0.9","0.1","0.4",".362",".706","0.7","51","17.7","0.5"
"Dragan Bender","GSW","PF,C,SF","4.6","3.4","1.2","0.5","0.3",".413",".628","0.7","57","16.3","0.9"
"Marko Guduric","MEM","SG","4.5","1.9","1.2","0.2","0.3",".406",".875","0.7","59","12.4","0.9"
"Isaac Bonga","WAS","SF,PF","4.5","3.4","1.1","0.4","0.7",".472",".800","0.4","64","17.4","0.8"
"Andre Iguodala","MIA","SG,SF","4.4","3.0","2.2","0.6","0.6",".482",".523","0.6","63","18.5","0.7"
"Matthew Dellavedova","CLE","PG,SG","4.2","1.5","3.6","0.0","0.4",".372",".854","0.6","60","16.5","1.2"
"Patrick Patterson","LAC","PF,C","4.2","2.4","0.6","0.2","0.3",".390",".756","0.9","64","13.4","0.4"
"Daniel Gafford","CHI","C,PF","4.2","2.3","0.5","1.1","0.3",".577",".536","0.0","59","13.9","0.6"
"Tremont Waters","BOS","PG","4.1","1.1","1.5","0.2","0.6",".354","1.016","0.4","31","11.1","1.2"
"Patrick McCaw","TOR","SG,SF ","4.1","1.9","1.7","0.1","0.9",".417",".760","0.5","63","20.3","0.7"
"Carsen Edwards","BOS","PG","4.1","1.6","0.8","0.1","0.4",".330",".857","0.8","49","12.0","0.6"
"Edmond Sumner","IND","PG,SG","4.0","1.3","1.2","0.3","0.6",".404",".652","0.4","56","12.1","0.6"
"Chris Chiozza","BKN","PG","4.0","1.9","2.4","0.1","0.8",".405","1.000","0.8","48","12.7","0.9"
"Damian Jones","PHO","C","4.0","2.6","0.6","0.5","0.3",".694",".719","0.0","57","12.5","0.4"
"D.J. Wilson","MIL","PF","4.0","2.9","0.8","0.3","0.2",".409",".592","0.6","43","12.2","0.5"
"Bruno Fernando","ATL","C","4.0","3.3","0.8","0.3","0.3",".542",".586","0.1","62","11.7","0.7"
"Semi Ojeleye","BOS","SF,PF","3.9","2.4","0.6","0.1","0.3",".406",".732","0.7","62","17.2","0.3"
"Henry Ellenson","TOR","PF","3.9","2.4","0.6","0.0","0.2",".371",".795","0.5","56","9.1","0.4"
"Ed Davis","MIN","PF,C","3.8","5.8","0.5","0.4","0.4",".592",".609","0.0","66","13.9","0.6"
"Khem Birch","ORL","PF,C","3.7","3.5","0.7","0.4","0.3",".558",".673","0.0","65","14.4","0.4"
"Tyler Zeller","SAS","PF,C","3.6","1.8","0.3","0.3","0.1",".477",".720","0.0","25","5.7","0.3"
"Reggie Perry","BKN","PF,C","3.5","1.9","0.5","0.3","0.2",".509",".689","0.3","25","2.9","0.5"
"Thabo Sefolosha","HOU","SG,SF","3.5","2.6","0.6","0.2","0.8",".454",".688","0.5","56","12.5","0.5"
"Wenyen Gabriel","NOR","PF,SF","3.5","2.6","0.5","0.3","0.6",".450",".739","0.4","63","11.9","0.9"
"TJ Leaf","OKC","PF,C","3.5","2.3","0.3","0.2","0.2",".490",".580","0.2","63","8.3","0.2"
"Tony Bradley","PHI","C","3.5","3.3","0.3","0.5","0.2",".625",".658","0.0","69","8.3","0.4"
"Javonte Green","BOS","PG,SG","3.4","2.1","0.6","0.2","0.6",".506",".631","0.2","37","10.7","0.5"
"Romeo Langford","BOS","SG ","3.3","1.4","0.3","0.3","0.4",".407",".695","0.2","44","13.4","0.4"
"Goga Bitadze","IND","C ","3.3","2.0","0.4","0.7","0.2",".466",".733","0.2","66","9.1","0.5"
"Kyle O'Quinn","PHI","PF,C","3.2","3.1","1.2","0.6","0.2",".551",".704","0.1","41","8.8","0.7"
"Cristiano Felicio","CHI","C","3.2","3.2","0.6","0.1","0.3",".599",".711","0.0","41","11.9","0.5"
"Vincent Poirier","PHI","C","3.2","3.2","0.6","0.6","0.1",".490",".831","0.0","37","9.6","0.6"
"Caleb Swanigan","POR","PF,C","3.2","4.3","1.2","0.2","0.2",".482",".571","0.0","61","12.7","1.5"
"Gary Clark","ORL","SF,PF","3.1","2.4","0.4","0.5","0.2",".363",".938","0.8","57","12.4","0.1"
"Anzejs Pasecniks","WAS","C","3.1","1.9","0.3","0.3","0.3",".551",".582","0.0","25","8.6","0.5"
"Jared Dudley","LAL","SF,PF","2.9","1.8","1.0","0.2","0.4",".407",".690","0.6","46","13.7","0.4"
"Derrick Walton Jr.","PHI","PG","2.9","1.0","1.5","0.1","0.4",".420",".865","0.6","54","13.6","0.3"
"Drew Eubanks","SAS","PF,C","2.6","1.9","0.4","0.4","0.1",".629",".786","0.0","69","6.5","0.5"
"Isaiah Hartenstein","DEN","PF","2.4","1.9","0.5","0.3","0.2",".598",".734","0.0","69","7.3","0.4"
"Chris Silva","MIA","SG,PF","2.4","2.3","0.5","0.5","0.2",".588",".698","0.0","40","6.5","0.6"
"Johnathan Motley","PHO","SF,PF","2.4","1.1","0.3","0.0","0.3",".794",".626","0.0","25","3.4","0.4"
"Udoka Azubuike","UTH","C","2.3","1.5","0.2","0.3","0.1",".602",".680","0.1","69","9.4","0.3"
"Nathan Knight","ATL","PF,C","2.0","1.8","0.3","0.3","0.2",".654",".670","0.0","25","2.9","0.3"
"Jon Teske","ORL","C","2.0","1.7","0.3","0.3","0.2",".642",".672","0.0","25","2.9","0.3"
"Daniel Oturu","LAC","C","2.0","1.8","0.3","0.3","0.1",".714",".670","0.0","25","2.9","0.3"
"Moses Brown","OKC","C","1.4","1.5","0.3","0.3","0.1",".509",".516","0.0","25","2.9","0.3"
"Udonis Haslem","MIA","PF","1.4","2.1","0.3","0.0","0.0",".284",".755","0.0","25","5.7","0.3"
"Tyson Chandler","HOU","C","1.3","2.7","0.3","0.3","0.3",".803",".567","0.0","25","8.6","0.4"
"Nick Richards","CHA","C","1.2","0.6","0.1","0.1","0.0",".445",".700","0.0","69","6.3","0.1"
"Justin Patton","MIL","C","1.1","1.2","0.3","0.2","0.2",".406",".648","0.0","25","2.9","0.3"
"Will Magnay","NOR","F","0.1","0.1","0.0","0.0","0.0",".600",".714","0.0","25","2.9","0.0"
"Facundo Campazzo","DEN","PG","0.0","0.0","0.0","0.0","0.0",".000",".000","0.0","0","0.0","0.0"
"Chuma Okeke","ORL","PF","0.0","0.0","0.0","0.0","0.0",".000",".000","0.0","0","0.0","0.0"
""
""